job_title,salary_estimate,industry,sector,job_city,job_state,size,founded,type_of_ownership,revenue,seniority,seniority_level,avg_salary,avg_salary_predicted,final_salary,was_missing
"Scientist, Immuno-Oncology",$62K-$119K (Glassdoor est.),Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Cambridge,MA,10000+ employees,1830,Company - Public,$10+ billion (USD),unknown,0,90500,,90500,False
Senior Data Scientist,$119K-$187K (Glassdoor est.),Computer Hardware & Software,Information Technology,Los Angeles,CA,51 to 200 employees,2008,Company - Private,Unknown / Non-Applicable,senior,3,153000,,153000,False
Jr. Data Scientist,$81K-$132K (Glassdoor est.),Federal Agencies,Government,McLean,VA,5001 to 10000 employees,1958,Nonprofit Organization,$1 to $2 billion (USD),unknown,0,106500,,106500,False
Senior Data Scientist,Employer Provided Salary:$120K-$140K,Computer Hardware & Software,Information Technology,Ann Arbor,MI,51 to 200 employees,2011,Company - Private,Unknown / Non-Applicable,senior,3,130000,,130000,False
Products Data Analyst II,$90K-$157K (Glassdoor est.),Consulting,Business Services,Dublin,CA,1001 to 5000 employees,1988,Company - Public,$2 to $5 billion (USD),unknown,0,123500,,123500,False
Data Architect / Data Modeler,$63K-$110K (Glassdoor est.),Enterprise Software & Network Solutions,Information Technology,New York,NY,1001 to 5000 employees,1999,Company - Public,$500 million to $1 billion (USD),unknown,0,86500,,86500,False
Analytics Manager - Data Mart,$42K-$86K (Glassdoor est.),Health Care Services & Hospitals,Health Care,Scotts Valley,CA,501 to 1000 employees,1996,Nonprofit Organization,$500 million to $1 billion (USD),unknown,0,64000,,64000,False
Lead Data Analyst,$32K-$62K (Glassdoor est.),Internet,Information Technology,New York,NY,201 to 500 employees,2010,Company - Private,$10 to $25 million (USD),lead,4,47000,,47000,False
Data Science Engineer - Mobile,$116K-$208K (Glassdoor est.),Computer Hardware & Software,Information Technology,San Jose,CA,10000+ employees,1982,Company - Public,$5 to $10 billion (USD),unknown,0,162000,,162000,False
Senior Data Scientist Oncology,$107K-$173K (Glassdoor est.),Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Gaithersburg,MD,10000+ employees,1913,Company - Public,$10+ billion (USD),senior,3,140000,,140000,False
Data Scientist,$65K-$113K (Glassdoor est.),IT Services,Information Technology,Olympia,WA,51 to 200 employees,-1,Company - Private,$5 to $10 million (USD),unknown,0,89000,,89000,False
Sr. Data Engineer - Contract-to-Hire (Java),$69K-$127K (Glassdoor est.),Gas Stations,Retail,Knoxville,TN,10000+ employees,1958,Company - Private,$10+ billion (USD),unknown,0,98000,,98000,False
Senior Data Scientist - R&D Oncology,$102K-$172K (Glassdoor est.),Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,New York,NY,10000+ employees,1913,Company - Public,$10+ billion (USD),senior,3,137000,,137000,False
Data Engineer,$74K-$124K (Glassdoor est.),Insurance Carriers,Insurance,Denver,CO,501 to 1000 employees,1915,Nonprofit Organization,$500 million to $1 billion (USD),unknown,0,99000,,99000,False
Food Scientist - Developer,$40K-$68K (Glassdoor est.),Food & Beverage Manufacturing,Manufacturing,Milwaukee,WI,501 to 1000 employees,1964,Company - Private,Unknown / Non-Applicable,unknown,0,54000,,54000,False
Senior Data Engineer,$76K-$142K (Glassdoor est.),Health Care Services & Hospitals,Health Care,Franklin,TN,1001 to 5000 employees,2004,Company - Private,Unknown / Non-Applicable,senior,3,109000,,109000,False
Data Engineer,$76K-$142K (Glassdoor est.),IT Services,Information Technology,Rockville,MD,201 to 500 employees,1999,Company - Private,$25 to $50 million (USD),unknown,0,109000,,109000,False
Senior Data Scientist,$108K-$171K (Glassdoor est.),Computer Hardware & Software,Information Technology,Natick,MA,1001 to 5000 employees,1984,Company - Private,$1 to $2 billion (USD),senior,3,139500,,139500,False
"Director II, Data Science - GRM Actuarial",$202K-$306K (Glassdoor est.),Insurance Carriers,Insurance,Chicago,IL,10000+ employees,1912,Company - Private,$10+ billion (USD),unknown,0,254000,,254000,False
Machine Learning Engineer,$91K-$159K (Glassdoor est.),Computer Hardware & Software,Information Technology,New York,NY,1001 to 5000 employees,1975,Company - Private,Unknown / Non-Applicable,unknown,0,125000,,125000,False
"Sr Expert Data Science, Advanced Visual Analytics (Associate level)",$80K-$133K (Glassdoor est.),Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Cambridge,MA,10000+ employees,1996,Company - Public,$10+ billion (USD),unknown,0,106500,,106500,False
MED TECH/LAB SCIENTIST- SOUTH COASTAL LAB,$21-$34 Per Hour(Glassdoor est.),Health Care Services & Hospitals,Health Care,Millville,DE,1001 to 5000 employees,1935,Nonprofit Organization,$100 to $500 million (USD),unknown,0,27500,,27500,False
"Scientist, Molecular/Cellular Biologist",$49K-$97K (Glassdoor est.),Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,South San Francisco,CA,201 to 500 employees,2012,Subsidiary or Business Segment,Unknown / Non-Applicable,unknown,0,73000,,73000,False
Staff Scientist-Downstream Process Development,$49K-$113K (Glassdoor est.),Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Rockville,MD,201 to 500 employees,1961,Company - Private,$25 to $50 million (USD),unknown,0,81000,,81000,False
Data Scientist,$96K-$161K (Glassdoor est.),Staffing & Outsourcing,Business Services,Philadelphia,PA,1 to 50 employees,-1,Company - Private,$5 to $10 million (USD),unknown,0,128500,,128500,False
Scientist - Analytical Services,$65K-$134K (Glassdoor est.),Consumer Products Manufacturing,Manufacturing,Winston-Salem,NC,5001 to 10000 employees,1875,Company - Private,$10+ billion (USD),unknown,0,99500,,99500,False
"Associate Scientist / Sr. Associate Scientist, Antibody Discovery",$59K-$125K (Glassdoor est.),Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,South San Francisco,CA,501 to 1000 employees,2006,Company - Private,Unknown / Non-Applicable,unknown,0,92000,,92000,False
Associate Data Analyst- Graduate Development Program,$32K-$59K (Glassdoor est.),Insurance Carriers,Insurance,Richfield,OH,501 to 1000 employees,1989,Company - Private,$500 million to $1 billion (USD),unknown,0,45500,,45500,False
Sr. Data Engineer,$87K-$158K (Glassdoor est.),Consulting,Business Services,Indianapolis,IN,51 to 200 employees,1996,Company - Private,$25 to $50 million (USD),unknown,0,122500,,122500,False
Clinical Data Analyst,$27K-$48K (Glassdoor est.),Enterprise Software & Network Solutions,Information Technology,Tampa,FL,1001 to 5000 employees,1977,Subsidiary or Business Segment,$100 to $500 million (USD),unknown,0,37500,,37500,False
IT Associate Data Analyst,$39K-$69K (Glassdoor est.),Insurance Carriers,Insurance,Worcester,MA,5001 to 10000 employees,1852,Company - Public,$5 to $10 billion (USD),unknown,0,54000,,54000,False
Business Data Analyst,$36K-$71K (Glassdoor est.),Travel Agencies,Travel & Tourism,New York,NY,1001 to 5000 employees,2002,Company - Private,$2 to $5 billion (USD),unknown,0,53500,,53500,False
Senior Insurance Data Scientist,$107K-$173K (Glassdoor est.),Financial Analytics & Research,Finance,Chicago,IL,5001 to 10000 employees,1968,Company - Public,$1 to $2 billion (USD),senior,3,140000,,140000,False
Senior Data Science Systems Engineer,$56K-$99K (Glassdoor est.),Federal Agencies,Government,Hampton,VA,5001 to 10000 employees,1958,Nonprofit Organization,$1 to $2 billion (USD),senior,3,77500,,77500,False
ENVIRONMENTAL ENGINEER/SCIENTIST,Employer Provided Salary:$25-$28 Per Hour,Construction,"Construction, Repair & Maintenance",Cambridge,MA,1 to 50 employees,1976,Company - Private,Unknown / Non-Applicable,unknown,0,26500,,26500,False
Senior Scientist - Regulatory Submissions,$80K-$155K (Glassdoor est.),Consumer Products Manufacturing,Manufacturing,Winston-Salem,NC,5001 to 10000 employees,1875,Company - Private,$10+ billion (USD),senior,3,117500,,117500,False
Scientist - Biomarker and Flow Cytometry,$43K-$98K (Glassdoor est.),Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,San Diego,CA,501 to 1000 employees,2006,Company - Private,$50 to $100 million (USD),unknown,0,70500,,70500,False
Revenue Analytics Manager,$45K-$78K (Glassdoor est.),Computer Hardware & Software,Information Technology,San Francisco,CA,51 to 200 employees,2011,Company - Private,$25 to $50 million (USD),unknown,0,61500,,61500,False
Sr. Scientist Method Development,$50K-$110K (Glassdoor est.),Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Marietta,GA,1001 to 5000 employees,2015,Company - Private,Unknown / Non-Applicable,unknown,0,80000,,80000,False
"Associate Scientist, LC/MS Biologics",$44K-$96K (Glassdoor est.),Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Ithaca,NY,1001 to 5000 employees,2015,Company - Private,Unknown / Non-Applicable,unknown,0,70000,,70000,False
"Research Scientist, Immunology - Cancer Biology",Employer Provided Salary:$100K-$140K,-1,-1,Cambridge,MA,Unknown,-1,Company - Private,Unknown / Non-Applicable,unknown,0,120000,,120000,False
IT - Data Engineer II,$61K-$119K (Glassdoor est.),Insurance Carriers,Insurance,Quincy,MA,1001 to 5000 employees,1988,Company - Private,$100 to $500 million (USD),unknown,0,90000,,90000,False
Machine Learning Engineer (NLP),$80K-$142K (Glassdoor est.),K-12 Education,Education,Palo Alto,CA,1 to 50 employees,2007,Company - Private,Unknown / Non-Applicable,unknown,0,111000,,111000,False
Senior Data Analyst,$99K-$178K (Glassdoor est.),Computer Hardware & Software,Information Technology,San Francisco,CA,51 to 200 employees,2008,Company - Public,Unknown / Non-Applicable,senior,3,138500,,138500,False
Data Science Project Manager,$37K-$100K (Glassdoor est.),Insurance Carriers,Insurance,Boston,MA,5001 to 10000 employees,1851,Company - Private,$10+ billion (USD),unknown,0,68500,,68500,False
Data Engineer,$62K-$113K (Glassdoor est.),Internet,Information Technology,San Francisco,CA,201 to 500 employees,2011,Company - Private,$100 to $500 million (USD),unknown,0,87500,,87500,False
"Principal, Data Science - Advanced Analytics",$86K-$137K (Glassdoor est.),Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Plymouth Meeting,PA,10000+ employees,2017,Company - Public,$2 to $5 billion (USD),principal,5,111500,,111500,False
"Sr Scientist, Immuno-Oncology - Oncology",$58K-$111K (Glassdoor est.),Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Cambridge,MA,10000+ employees,1830,Company - Public,$10+ billion (USD),unknown,0,84500,,84500,False
Senior Data Engineer,$72K-$133K (Glassdoor est.),Internet,Information Technology,Nashville,TN,1001 to 5000 employees,2006,Company - Public,$100 to $500 million (USD),senior,3,102500,,102500,False
"Project Scientist - Auton Lab, Robotics Institute",$56K-$91K (Glassdoor est.),Colleges & Universities,Education,Pittsburgh,PA,501 to 1000 employees,1984,College / University,Unknown / Non-Applicable,unknown,0,73500,,73500,False
Data Science Manager,$95K-$160K (Glassdoor est.),Staffing & Outsourcing,Business Services,Allentown,PA,1 to 50 employees,-1,Company - Private,$5 to $10 million (USD),unknown,0,127500,,127500,False
Research Scientist – Security and Privacy,$61K-$126K (Glassdoor est.),Federal Agencies,Government,Beavercreek,OH,501 to 1000 employees,1967,Nonprofit Organization,$50 to $100 million (USD),unknown,0,93500,,93500,False
Data Scientist,-1,Food & Beverage Manufacturing,Manufacturing,Oregon,Oregon,10000+ employees,1911,Company - Private,$10+ billion (USD),unknown,0,,114910,114910,True
Data Scientist,-1,Enterprise Software & Network Solutions,Information Technology,Chicago,IL,201 to 500 employees,2015,Company - Private,Unknown / Non-Applicable,unknown,0,,107440,107440,True
Data Science Analyst,-1,Investment Banking & Asset Management,Finance,Chandler,AZ,51 to 200 employees,2017,Company - Private,Unknown / Non-Applicable,unknown,0,,105245,105245,True
Data Engineer,-1,Staffing & Outsourcing,Business Services,Kingdom,IL,51 to 200 employees,2000,Company - Private,$1 to $5 million (USD),unknown,0,,86040,86040,True
Business Intelligence Analyst,-1,Insurance Carriers,Insurance,Lincoln,RI,1001 to 5000 employees,1907,Company - Private,$1 to $2 billion (USD),unknown,0,,72105,72105,True
Data Scientist,-1,Internet,Information Technology,San Francisco,CA,51 to 200 employees,2016,Company - Private,Unknown / Non-Applicable,unknown,0,,128405,128405,True
Data Scientist,-1,Enterprise Software & Network Solutions,Information Technology,Chantilly,VA,1 to 50 employees,2000,Company - Private,$1 to $5 million (USD),unknown,0,,104515,104515,True
Data Scientist,-1,Enterprise Software & Network Solutions,Information Technology,New Jersey,New Jersey,1 to 50 employees,2013,Company - Private,Less than $1 million (USD),unknown,0,,105600,105600,True
Machine Learning Engineer,-1,Computer Hardware & Software,Information Technology,Mountain View,CA,51 to 200 employees,2018,Company - Private,Unknown / Non-Applicable,unknown,0,,141550,141550,True
Data Engineer Intern,-1,Computer Hardware & Software,Information Technology,San Francisco,CA,201 to 500 employees,2010,Company - Private,Unknown / Non-Applicable,unknown,0,,82545,82545,True
Data Scientist Analyst,-1,Computer Hardware & Software,Information Technology,Plano,TX,201 to 500 employees,1997,Contract,$25 to $50 million (USD),unknown,0,,103250,103250,True
"Scientist, Stem Cells and Genomics",-1,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,South San Francisco,CA,51 to 200 employees,2013,Company - Public,Unknown / Non-Applicable,unknown,0,,91090,91090,True
Data Scientist,-1,-1,-1,Gainesville,FL,1 to 50 employees,-1,Unknown,Unknown / Non-Applicable,unknown,0,,97325,97325,True
Data Engineer,-1,IT Services,Information Technology,Virginia,Virginia,51 to 200 employees,1999,Company - Private,$5 to $10 million (USD),unknown,0,,74050,74050,True
Postdoc Scientist - T cell engineering,-1,-1,-1,Rochester,MN,1 to 50 employees,-1,Unknown,Unknown / Non-Applicable,unknown,0,,97140,97140,True
Principal Data Scientist,-1,Enterprise Software & Network Solutions,Information Technology,Santa Barbara,CA,1 to 50 employees,2017,Company - Private,Unknown / Non-Applicable,principal,5,,178710,178710,True
Data Platform Engineer,-1,Internet,Information Technology,Mountain View,CA,1 to 50 employees,-1,Company - Private,Less than $1 million (USD),unknown,0,,98610,98610,True
Chief Data Scientist,-1,Preschool & Child Care,Education,Bethesda,MD,51 to 200 employees,1988,Company - Private,$50 to $100 million (USD),unknown,0,,110385,110385,True
"Senior Data Scientist - AI Forecasting, Finance team",-1,Food & Beverage Manufacturing,Manufacturing,Mount Olive,NJ,10000+ employees,1911,Company - Private,$10+ billion (USD),senior,3,,104725,104725,True
Senior Data Scientist,-1,-1,-1,San Francisco,CA,51 to 200 employees,-1,Company - Private,Unknown / Non-Applicable,senior,3,,141805,141805,True
Weapons and Sensors Engineer/Scientist – Entry Level,-1,Aerospace & Defense,Aerospace & Defense,Huntsville,AL,1001 to 5000 employees,1974,Company - Private,$100 to $500 million (USD),unknown,0,,91275,91275,True
Data Analyst,-1,IT Services,Information Technology,Reston,VA,1 to 50 employees,2017,Company - Private,Unknown / Non-Applicable,unknown,0,,93235,93235,True
Senior Scientist - Bioanalytical,-1,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Waltham,MA,201 to 500 employees,2008,Company - Public,Unknown / Non-Applicable,senior,3,,114545,114545,True
Data Engineer,-1,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Camarillo,CA,201 to 500 employees,-1,Company - Private,$100 to $500 million (USD),unknown,0,,137940,137940,True
"Scientist, Biomarker Science",-1,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,South San Francisco,CA,51 to 200 employees,2013,Company - Public,Unknown / Non-Applicable,unknown,0,,81070,81070,True
Data Analyst II,-1,Enterprise Software & Network Solutions,Information Technology,Plano,TX,5001 to 10000 employees,1988,Company - Public,$5 to $10 billion (USD),unknown,0,,78655,78655,True
Senior Analytical Scientist,-1,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Milpitas,CA,51 to 200 employees,2013,Company - Public,Unknown / Non-Applicable,senior,3,,107050,107050,True
Data Scientist (Active TS SCI with Polygraph),-1,Aerospace & Defense,Aerospace & Defense,Chantilly,VA,51 to 200 employees,2013,Company - Private,$10 to $25 million (USD),unknown,0,,100145,100145,True
Chief Data Scientist,-1,Research & Development,Business Services,Alexandria,VA,5001 to 10000 employees,1968,Company - Public,$1 to $2 billion (USD),unknown,0,,96765,96765,True
"Front-End, Back-End, Fullstack Developers & Data Scientist / Researchers - Cleared OR CLEARABLE (Up to 25% Profit Sharing Benefit!)",-1,Aerospace & Defense,Aerospace & Defense,Denver,CO,10000+ employees,1962,Company - Public,$2 to $5 billion (USD),unknown,0,,97785,97785,True
Senior Director Biometrics and Clinical Data Management,-1,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,South San Francisco,CA,51 to 200 employees,2013,Company - Public,Unknown / Non-Applicable,senior,3,,98915,98915,True
Senior Data Scientist,-1,Staffing & Outsourcing,Business Services,Fort Lee,NJ,1 to 50 employees,2019,Company - Public,Unknown / Non-Applicable,senior,3,,131455,131455,True
Data Scientist,-1,-1,-1,Pittsburgh,PA,Unknown,-1,Company - Private,Unknown / Non-Applicable,unknown,0,,76790,76790,True
Senior Data Scientist,-1,Computer Hardware & Software,Information Technology,Lake Forest,IL,201 to 500 employees,1997,Contract,$25 to $50 million (USD),senior,3,,129045,129045,True
Quality Control Scientist,-1,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,San Francisco,CA,201 to 500 employees,2008,Company - Public,Unknown / Non-Applicable,unknown,0,,87030,87030,True
AWS Data Engineer,-1,IT Services,Information Technology,Virginia,Virginia,51 to 200 employees,1999,Company - Private,$5 to $10 million (USD),unknown,0,,68155,68155,True
Deep Learning/Computer Vision Scientist,-1,IT Services,Information Technology,Atlanta,GA,201 to 500 employees,2004,Company - Private,Unknown / Non-Applicable,unknown,0,,91195,91195,True
Data Systems Specialist 2,-1,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Novato,CA,1001 to 5000 employees,1997,Company - Public,$500 million to $1 billion (USD),unknown,0,,90905,90905,True
Data Engineer 4 - Contract (Remote),-1,Religious Organizations,Non-Profit,Riverton,UT,10000+ employees,-1,Nonprofit Organization,Unknown / Non-Applicable,unknown,0,,99515,99515,True
UX Data Scientist (Python),-1,Staffing & Outsourcing,Business Services,San Francisco,CA,51 to 200 employees,2010,Company - Private,$25 to $50 million (USD),unknown,0,,140485,140485,True
Senior Data Engineer,-1,Lending,Finance,Houston,TX,51 to 200 employees,2014,Company - Private,Unknown / Non-Applicable,senior,3,,99835,99835,True
Pharmacovigilance Scientist (Senior Pharmacovigilance),-1,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Carlsbad,CA,201 to 500 employees,2013,Subsidiary or Business Segment,Unknown / Non-Applicable,senior,3,,90630,90630,True
Data Science Manager,-1,-1,-1,New York,NY,1 to 50 employees,-1,Unknown,Unknown / Non-Applicable,unknown,0,,115810,115810,True
Senior Data Scientist,-1,Video Games,Media,San Francisco,CA,201 to 500 employees,1999,Company - Private,Unknown / Non-Applicable,senior,3,,142945,142945,True
Data Engineer with R,-1,IT Services,Information Technology,Georgia Southern,GA,1 to 50 employees,2007,Company - Private,$5 to $10 million (USD),unknown,0,,82725,82725,True
Data Engineer 5 - Contract,-1,Religious Organizations,Non-Profit,Riverton,UT,10000+ employees,-1,Nonprofit Organization,Unknown / Non-Applicable,unknown,0,,99325,99325,True
Data Scientist,-1,Food & Beverage Manufacturing,Manufacturing,Oregon,Oregon,10000+ employees,1911,Company - Private,$10+ billion (USD),unknown,0,,114910,114910,True
ATL - Data & Analytics (DA),-1,IT Services,Information Technology,Atlanta,GA,1001 to 5000 employees,1985,Company - Private,$100 to $500 million (USD),unknown,0,,90620,90620,True
Data Scientist (Active TS SCI with Polygraph),-1,Aerospace & Defense,Aerospace & Defense,Chantilly,VA,51 to 200 employees,2013,Company - Private,$10 to $25 million (USD),unknown,0,,100145,100145,True
Chief Data Scientist,-1,Research & Development,Business Services,Alexandria,VA,5001 to 10000 employees,1968,Company - Public,$1 to $2 billion (USD),unknown,0,,96765,96765,True
Data Science Intern,-1,Consulting,Business Services,Columbia,MD,51 to 200 employees,2002,Company - Private,Unknown / Non-Applicable,unknown,0,,85230,85230,True
"Front-End, Back-End, Fullstack Developers & Data Scientist / Researchers - Cleared OR CLEARABLE (Up to 25% Profit Sharing Benefit!)",-1,Aerospace & Defense,Aerospace & Defense,Denver,CO,10000+ employees,1962,Company - Public,$2 to $5 billion (USD),unknown,0,,97785,97785,True
Environmental Scientist,-1,-1,-1,Anchorage,AK,1001 to 5000 employees,-1,Other Organization,$100 to $500 million (USD),unknown,0,,81755,81755,True
Business Intelligence Analyst,-1,Enterprise Software & Network Solutions,Information Technology,Lincoln,NE,1001 to 5000 employees,1978,Company - Private,$50 to $100 million (USD),unknown,0,,83000,83000,True
Environmental Data Specialist,-1,Staffing & Outsourcing,Business Services,Atlanta,GA,1 to 50 employees,-1,Company - Private,$500 million to $1 billion (USD),unknown,0,,85110,85110,True
Real World Evidence (RWE) Scientist,-1,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Hoboken,NJ,1 to 50 employees,2009,Company - Private,Unknown / Non-Applicable,unknown,0,,88330,88330,True
Senior Data Scientist,-1,Staffing & Outsourcing,Business Services,Fort Lee,NJ,1 to 50 employees,2019,Company - Public,Unknown / Non-Applicable,senior,3,,131455,131455,True
Senior Director Biometrics and Clinical Data Management,-1,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,South San Francisco,CA,51 to 200 employees,2013,Company - Public,Unknown / Non-Applicable,senior,3,,98915,98915,True
Business Intelligence Analyst,-1,Computer Hardware & Software,Information Technology,Grand Rapids,MI,201 to 500 employees,1993,Company - Private,$100 to $500 million (USD),unknown,0,,82095,82095,True
Data Scientist,-1,Staffing & Outsourcing,Business Services,Creve Coeur,MO,501 to 1000 employees,1993,Company - Private,$100 to $500 million (USD),unknown,0,,103330,103330,True
Data Scientist - Consultant - National,-1,IT Services,Information Technology,United States,United States,201 to 500 employees,2008,Company - Private,Unknown / Non-Applicable,unknown,0,,104450,104450,True
Data Scientist,-1,Computer Hardware & Software,Information Technology,New York,NY,51 to 200 employees,2016,Company - Private,Unknown / Non-Applicable,unknown,0,,107400,107400,True
MSP - Data & Analytics (DA),-1,IT Services,Information Technology,Bloomington,MN,1001 to 5000 employees,1985,Company - Private,$100 to $500 million (USD),unknown,0,,90620,90620,True
Data Scientist,-1,IT Services,Information Technology,San Francisco,CA,51 to 200 employees,2016,Company - Private,$25 to $50 million (USD),unknown,0,,96020,96020,True
Data Scientist,-1,Internet,Information Technology,San Francisco,CA,51 to 200 employees,2012,Company - Private,Unknown / Non-Applicable,unknown,0,,114530,114530,True
Data Engineer,-1,Banks & Credit Unions,Finance,Burlington,MA,201 to 500 employees,1890,Company - Public,$50 to $100 million (USD),unknown,0,,85070,85070,True
Data Engineer,-1,Computer Hardware & Software,Information Technology,Cambridge,MA,1 to 50 employees,2014,Company - Private,Unknown / Non-Applicable,unknown,0,,87670,87670,True
Business Intelligence Analyst,-1,Computer Hardware & Software,Information Technology,Woodinville,WA,201 to 500 employees,1996,Company - Private,$100 to $500 million (USD),unknown,0,,84800,84800,True
Business Intelligence Analyst,-1,Banks & Credit Unions,Finance,Grand Rapids,MI,501 to 1000 employees,1999,Company - Private,Unknown / Non-Applicable,unknown,0,,77540,77540,True
Data Scientist,-1,-1,-1,Pittsburgh,PA,Unknown,-1,Company - Private,Unknown / Non-Applicable,unknown,0,,76790,76790,True
Senior Data Scientist,-1,Computer Hardware & Software,Information Technology,Lake Forest,IL,201 to 500 employees,1997,Contract,$25 to $50 million (USD),senior,3,,129045,129045,True
Data Analyst Level III,-1,Utilities,"Oil, Gas, Energy & Utilities",Pomona,CA,1 to 50 employees,-1,Private Practice / Firm,Unknown / Non-Applicable,unknown,0,,74400,74400,True
AWS Data Engineer,-1,IT Services,Information Technology,Virginia,Virginia,51 to 200 employees,1999,Company - Private,$5 to $10 million (USD),unknown,0,,68155,68155,True
Quality Control Scientist,-1,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,San Francisco,CA,201 to 500 employees,2008,Company - Public,Unknown / Non-Applicable,unknown,0,,87030,87030,True
Deep Learning/Computer Vision Scientist,-1,IT Services,Information Technology,Atlanta,GA,201 to 500 employees,2004,Company - Private,Unknown / Non-Applicable,unknown,0,,91195,91195,True
Health Data Analyst/Developer,-1,Consulting,Business Services,Newton,MA,1 to 50 employees,2005,Company - Private,$1 to $5 million (USD),unknown,0,,90760,90760,True
Data Scientist,-1,Staffing & Outsourcing,Business Services,San Francisco,CA,1001 to 5000 employees,-1,Subsidiary or Business Segment,Unknown / Non-Applicable,unknown,0,,143635,143635,True
Data Scientist,-1,Staffing & Outsourcing,Business Services,Chantilly,VA,201 to 500 employees,1999,Subsidiary or Business Segment,$100 to $500 million (USD),unknown,0,,89020,89020,True
Business Intelligence Analyst,-1,Construction,"Construction, Repair & Maintenance",Saint Louis,MO,1001 to 5000 employees,1864,Company - Private,$2 to $5 billion (USD),unknown,0,,84110,84110,True
Data Engineer,-1,Video Games,Media,Austin,TX,201 to 500 employees,1998,Company - Public,Unknown / Non-Applicable,unknown,0,,82190,82190,True
Data Systems Specialist 2,-1,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Novato,CA,1001 to 5000 employees,1997,Company - Public,$500 million to $1 billion (USD),unknown,0,,90905,90905,True
Data Scientist,-1,Federal Agencies,Government,San Francisco,CA,1001 to 5000 employees,2016,Government,Unknown / Non-Applicable,unknown,0,,144920,144920,True
Data Engineer 4 - Contract (Remote),-1,Religious Organizations,Non-Profit,Riverton,UT,10000+ employees,-1,Nonprofit Organization,Unknown / Non-Applicable,unknown,0,,99515,99515,True
Data Analyst,-1,Staffing & Outsourcing,Business Services,Newark,CA,51 to 200 employees,2010,Company - Private,$25 to $50 million (USD),unknown,0,,77465,77465,True
Scientist – Cancer Drug Discovery,-1,-1,-1,Cambridge,MA,-1,-1,-1,-1,unknown,0,,111040,111040,True
UX Data Scientist (Python),-1,Staffing & Outsourcing,Business Services,San Francisco,CA,51 to 200 employees,2010,Company - Private,$25 to $50 million (USD),unknown,0,,140485,140485,True
Senior Data Engineer,-1,Lending,Finance,Houston,TX,51 to 200 employees,2014,Company - Private,Unknown / Non-Applicable,senior,3,,99835,99835,True
Pharmacovigilance Scientist (Senior Pharmacovigilance),-1,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Carlsbad,CA,201 to 500 employees,2013,Subsidiary or Business Segment,Unknown / Non-Applicable,senior,3,,90630,90630,True
Analytics Manager,-1,Staffing & Outsourcing,Business Services,Tallahassee,FL,51 to 200 employees,1981,Company - Private,$5 to $10 million (USD),unknown,0,,87835,87835,True
Data Science Manager,-1,-1,-1,New York,NY,1 to 50 employees,-1,Unknown,Unknown / Non-Applicable,unknown,0,,115810,115810,True
Senior Data Scientist,-1,Video Games,Media,San Francisco,CA,201 to 500 employees,1999,Company - Private,Unknown / Non-Applicable,senior,3,,142945,142945,True
Data Engineer with R,-1,IT Services,Information Technology,Georgia Southern,GA,1 to 50 employees,2007,Company - Private,$5 to $10 million (USD),unknown,0,,82725,82725,True
Business Intelligence Analyst,-1,Enterprise Software & Network Solutions,Information Technology,Nashville,TN,201 to 500 employees,2002,Company - Private,$25 to $50 million (USD),unknown,0,,78010,78010,True
Business Intelligence Analyst,-1,IT Services,Information Technology,Dulles,VA,501 to 1000 employees,1989,Company - Private,$100 to $500 million (USD),unknown,0,,72050,72050,True
Chief Data Officer,-1,Banks & Credit Unions,Finance,New York,NY,1001 to 5000 employees,1966,Company - Public,$10+ billion (USD),unknown,0,,96875,96875,True
"Head Data Scientist – NLP lead, Novartis AI Innovation Lab",-1,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Cambridge,MA,10000+ employees,1996,Company - Public,$10+ billion (USD),lead,4,,115165,115165,True
Data Scientist,-1,Enterprise Software & Network Solutions,Information Technology,Chicago,IL,201 to 500 employees,2015,Company - Private,Unknown / Non-Applicable,unknown,0,,107440,107440,True
